product_id,category,brand,product_name,ingredients,product_rating
C58,크림,구달,청귤 비타C 잡티케어 크림 알파,"['탄제린추출물', '글리세린', '나이아신아마이드', '트라이프로필렌글라이콜', '베타인', '펜타에리스리틸테트라에틸헥사노에이트', '비닐다이메티콘', '퀸즈랜드넛오일', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '페닐트라이메티콘', '다이메티콘/비닐다이메티콘크로스폴리머', '다이메티콘올', '트라이실록세인', '하이드록시아세토페논', '알파-알부틴', '글리세린', '아데노신', '캐스터오일/아이피디아이코폴리머', '황련뿌리추출물', '당근추출물', '소듐파이테이트', '카놀라오일', '올리브오일', '당근씨오일', '알지닌', '라벤더오일', '소듐아스코빌포스페이트', '아스코빌글루코사이드', '3-O-에틸아스코빅애씨드', '라우릭애씨드', '캐모마일꽃오일', '아모다이메티콘', '토코페릴아세테이트', '해바라기씨오일', '베타-카로틴', '오렌지껍질오일', '멕시칸주니퍼오일', '토코페롤', '글루타티온', '유비퀴논', '티옥틱애씨드']",4.8
C59,크림,가히,멀티밤,"['해바라기씨오일', '칸데릴라왁스', '시어버터', '사과씨오일', '마이크로크리스탈린왁스', '한련초추출물', '인도멀구슬나무잎추출물', '유용성감초추출물', '드럼스틱씨오일', '칸디다/가르시니아발효물', '쌀배아오일', '오미자추출물', '울금뿌리추출물', '지치뿌리추출물', '카놀라오일', '타라열매추출물', '클로렐라 불가리스추출물', '코토니추출물', '당근씨오일', '하이드롤라이즈드콜라겐', '접시꽃추출물', '당근추출물', '토코페롤', '아데노신', '베타-카로틴', '토코페릴아세테이트', '글리세린', '수용성프로테오글리칸', '소듐디엔에이', '비에이치티', '향료', '벤질살리실레이트', '부틸페닐메틸프로피오날', '헥실신남알', '하이드록시시트로넬알', '시트로넬올', '알파-아이소메틸아이오논', '치자추출물']",4.6
C60,크림,조선미녀,인삼아이크림,"['인삼추출물', '글리세린', '펜타에리스리틸테트라에틸헥사노에이트', '나이아신아마이드', '세테아릴올리베이트', '마카다미아씨오일', '아데노신', '카카오추출물', '덱스트린', '레틴알', '유채스테롤', '피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트', '실리카', '소듐하이알루로네이트', '토코페롤', '펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트', '세라마이드엔피', '팔미토일트라이펩타이드-5', '다이소듐이디티에이', '글리세린']",4.9
C62,크림,유세린,하이알루론 3X 아이크림,"['글리세린', '합성비즈왁스', '부틸메톡시디벤조일메탄', '에칠헥실트리아존', '하이드로제네이티드코코-글리세라이즈', '다이스타치포스페이트', '비스-에칠헥실옥시페놀메톡시페닐트리아진', '페닐벤즈이미다졸설포닉애씨드', '글리세린', '소듐하이알루로네이트', '카프릴릴글라이콜', '돌콩배아추출물', '글리시레티닉애씨드', '글리세린', '시어버터', '아이소프로필팔미테이트', '하이드로제네이티드코코-글리세라이즈', '토코페롤', '다이스타치포스페이트', '향료', '카프릴릴글라이콜', '소듐하이알루로네이트', '트라이소듐이디티에이', '글리시레티닉애씨드', '돌콩배아추출물', '판토락톤', '펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트']",4.8
C63,크림,차앤박,더마앤서 배리어 리셋 크림,"['글리세린', '하이드로제네이티드폴리아이소부텐', '다이카프릴릴에터', '세테아릴올리베이트', '다이페닐다이메티콘', '하이드롤라이즈드식물성단백질', '올리브오일', '알지닌', '글루타믹애씨드', '세라마이드엔피', '트레할로오스', '트록세루틴', '피토스테롤', '세라마이드에이피', '세라마이드엔지', '세라마이드엔에스', '피토스핑고신', '세라마이드에이에스', '세라마이드이오피', '소듐하이알루로네이트', '알지닌/라이신폴리펩타이드', '프로폴리스추출물', '알란토인', 'C14-22알코올', '폴리아크릴레이트크로스폴리머-6', '다이포타슘글리시리제이트', '토코페롤', '돌콩오일', '클레리오일', '멕시칸주니퍼오일', '글리세린', '트라이소듐이디티에이', '로즈마리잎오일', '피이지-크로스폴리머']",4.9
C64,크림,에스트라,에이시카365 리페어 크림,"['글리세린', '에틸헥실스테아레이트', '나이아신아마이드', '글루코노락톤', '세테아릴올리베이트', '폴리아크릴레이트크로스폴리머-6', '하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머', '소듐폴리아크릴로일다이메틸타우레이트', '글리세린', '소듐글루코네이트', '아시아티코사이드', '마데카식애씨드', '아시아틱애씨드', '소듐하이알루로네이트', '3-O-에틸아스코빅애씨드', '징크피씨에이', '마데카소사이드', '헥사펩타이드-9']",4.7
C67,크림,바이오힐보,바이오힐 보 판테셀 리페어시카 크림,"['펜타에리스리틸테트라에틸헥사노에이트', '글리세린', '에틸헥실스테아레이트', '병풀추출물', '병풀잎추출물', '마데카소사이드', '베타-시토스테롤', '아시아티코사이드', '아세틸헥사펩타이드-8', '아스코빅애씨드폴리펩타이드', '아세틸옥타펩타이드-3', '아세틸테트라펩타이드-2', '아세틸테트라펩타이드-3', '아세틸테트라펩타이드-5', '아세틸테트라펩타이드-9', '카르노신', '카퍼트라이펩타이드-1', '노나펩타이드-1', '팔미토일펜타펩타이드-4', '팔미토일트라이펩타이드-1', '팔미토일트라이펩타이드-5', '칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물', '해바라기씨오일', '메틸메타크릴레이트크로스폴리머', '다이카프릴릴카보네이트', '소듐폴리아크릴로일다이메틸타우레이트', '다이포타슘글리시리제이트', '알란토인', '글리세린', '글리세릴아크릴레이트/아크릴릭애씨드코폴리머', '소듐파이테이트', '토코페롤', '에스신', 'C14-22알코올']",4.8
C68,크림,코스알엑스,더 세라마이드 스킨 베리어 모이스처라이저,"['글리세린', '스쿠알란', '펜타에리스리틸테트라아이소스테아레이트', '다이카프릴릴카보네이트', '베타인', '하이드록시프로필비스팔미타마이드엠이에이', 'C14-22알코올', '하이드록시프로필비스라우라마이드엠이에이', '폴리아크릴레이트-13', '알란토인', '카프릴릴글라이콜', '글리세린', '하이드로제네이티드폴리아이소부텐', '다이메티콘올', '에틸헥실팔미테이트', '피토스핑고신', '토코페롤', '세라마이드엔피', '소듐하이알루로네이트', '세라마이드엔에스', '하이드롤라이즈드하이알루로닉애씨드', '세라마이드에이피', '세라마이드에이에스', '소듐하이알루로네이트크로스폴리머', '하이알루로닉애씨드', '소듐아세틸레이티드하이알루로네이트', '세라마이드이오피']",4.9
C69,크림,차앤박,프로폴리스 에센셜 아이크림,"['글리세린', '다이메티콘/비닐다이메티콘크로스폴리머', '나이아신아마이드', '아이소스테아릴아이소스테아레이트', 'C14-22알코올', '스쿠알란', '세라마이드엔피', '소듐폴리아크릴로일다이메틸타우레이트', '마카다미아씨오일', '피이지-10레이프씨드스테롤', '다이카프릴릴에터', '시어버터', '프로폴리스추출물', '아데노신', '티타늄디옥사이드', '마이카', '글리세레스-20', '소듐하이알루로네이트', '트라이소듐이디티에이', '피이지-100스테아레이트', '적색산화철', '꿀추출물', '로얄젤리추출물', '시트로넬올', '제라니올', '리날룰']",4.8
C70,크림,웰라쥬,리얼 시카카밍 95 크림,"['글리세린', '아이소트라이데실아이소노나노에이트', '다이카프릴릴에터', '클로렐라 불가리스추출물', '하이드롤라이즈드옥수수전분', '락토바실러스발효물', '소듐하이알루로네이트', '병풀잎추출물', '글리세린', '비닐다이메티콘', '하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머', '세테아릴올리베이트', '글루코오스', '프룩토올리고사카라이드', '프룩토오스', '소듐폴리아크릴로일다이메틸타우레이트', '하이드로제네이티드폴리(C6-14올레핀)', '글리세린', '카프릴릴글라이콜', '다이포타슘글리시리제이트', '아데노신', '트라이소듐에틸렌다이아민다이석시네이트', '트라이데세스-10', '소듐스테아로일글루타메이트', '수크로오스', '마데카소사이드', '토코페롤', '아시아티코사이드', '마데카식애씨드', '아시아틱애씨드']",4.8
C71,크림,바이오힐보,바이오힐 보 프로바이오덤 3D 리프팅크림,"['락토바실러스발효용해물', '글리세린', '메도우폼씨오일', '글리세레스-26', '비닐다이메티콘', '하이드로제네이티드폴리(C6-14올레핀)', '하이드로제네이티드폴리(C6-14올레핀)', '베타인', '글리세린-3', '세테아릴올리베이트', '피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트', '락토바실러스발효물', '프룩토올리고사카라이드', '프룩탄', '이눌린', '베타-글루칸', '아데노신', '수용성프로테오글리칸', '노나펩타이드-1', '아세틸테트라펩타이드-9', '아세틸테트라펩타이드-5', '아세틸헥사펩타이드-1', '아세틸헥사펩타이드-8', '팔미토일트라이펩타이드-8', '다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트', '카퍼트라이펩타이드-1', '트라이펩타이드-1', '팔미토일테트라펩타이드-7', '팔미토일트라이펩타이드-1', '팔미토일트라이펩타이드-5', '팔미토일펜타펩타이드-4', '팔미토일헥사펩타이드-12', '펜타펩타이드-3', '헥사펩타이드-9', '올리고펩타이드-2', '맥아추출물', '참마뿌리추출물', '오일팜오일', '시어버터', '다이펜타에리스리틸헥사하이드록시스테아레이트/헥사스테아레이트/헥사로지네이트', '하이드로제네이티드채종유', '하이드록시아세토페논', '피이지-100스테아레이트', '글리세린', '말토덱스트린', '사이아노코발아민', '소듐스테아로일글루타메이트', '토코페롤', '바이오사카라이드검-4', '미네랄솔트', '하이드롤라이즈드옥수수전분', '소듐포스페이트', '카프릴릴글라이콜', '수크로오스', '덱스트란', '향료']",4.8
C73,크림,몰바니,볼륨 인크리징 프로틴 크림,"['글리세린', '페닐트라이메티콘', '나이아신아마이드', '다이카프릴릴에터', '다이카프릴릴카보네이트', '아이소스테아릴알코올', '다시마추출물', '한련초잎추출물', '꿀풀추출물', '블래더랙추출물', '슈도알테로모나스발효추출물', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '소듐스테아로일글루타메이트', '초유', '에틸셀룰로오스', '아데노신', '프룩토올리고사카라이드', '베타-글루칸', '하이드롤라이즈드하이알루로닉애씨드', '이노시톨', '프룩탄', '글리세린']",4.9
C75,크림,닥터지,더모이스처 배리어 D 인텐스 크림,"['글리세린', '스쿠알란', '펜타에리스리틸테트라아이소스테아레이트', 'C14-22알코올', '비닐다이메티콘', '세테아릴올리베이트', '세라마이드엔피', '글리세릴글루코사이드', '폴리아크릴레이트크로스폴리머-6', '올리브오일불검화물', '자일리틸글루코사이드', '카프릴릴글라이콜', '안하이드로자일리톨', '밀배아오일불검화물', '돌콩오일불검화물', '토코페롤', '알란토인', '아이소말트', '자일리톨', '다이소듐이디티에이', '글루코노락톤', '글루코오스', '글리세린', '소듐하이알루로네이트', '꽃가루추출물', '엑토인', '미리스틱애씨드', '흰목이버섯폴리사카라이드', '소듐하이알루로네이트크로스폴리머', '포타슘하이알루로네이트', '하이드록시프로필트라이모늄하이알루로네이트', '하이드롤라이즈드소듐하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '하이알루로닉애씨드', '소듐스테아로일글루타메이트', '7-데하이드로콜레스테롤', '소듐아스코빌포스페이트', '소듐아세틸레이티드하이알루로네이트', '글리세린', '스쿠알란', '펜타에리스리틸테트라아이소스테아레이트', 'C14-22알코올', '비닐다이메티콘', '세테아릴올리베이트', '세라마이드엔피', '글리세릴글루코사이드', '폴리아크릴레이트크로스폴리머-6', '올리브오일불검화물', '자일리틸글루코사이드', '카프릴릴글라이콜', '안하이드로자일리톨', '밀배아오일불검화물', '돌콩오일불검화물', '토코페롤', '알란토인', '아이소말트', '자일리톨', '다이소듐이디티에이', '글루코노락톤', '글루코오스', '글리세린', '소듐하이알루로네이트', '꽃가루추출물', '엑토인', '미리스틱애씨드', '흰목이버섯폴리사카라이드', '소듐하이알루로네이트크로스폴리머', '포타슘하이알루로네이트', '하이드록시프로필트라이모늄하이알루로네이트', '하이드롤라이즈드소듐하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '하이알루로닉애씨드', '소듐스테아로일글루타메이트', '7-데하이드로콜레스테롤', '소듐아스코빌포스페이트', '소듐아세틸레이티드하이알루로네이트', '글리세린', '다이카프릴릴에터', '글리세릴글루코사이드', '세테아릴올리베이트', '다이펜타에리스리틸헥사하이드록시스테아레이트/헥사스테아레이트/헥사로지네이트', '한련초잎추출물', '다시마추출물', '병풀추출물', '무화과추출물', '꽃가루추출물', '포도씨오일', '호호바씨오일', '퀸즈랜드넛오일', '올리브오일', '덱스판테놀', '다이메티콘올', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '글루코오스', '프룩토올리고사카라이드', '베타-글루칸', '다이소듐이디티에이', '세라마이드엔피', '스쿠알란', '하이드롤라이즈드하이알루로닉애씨드', '올리브오일불검화물', '밀배아오일불검화물', '돌콩오일불검화물', '토코페롤', '아이소말트', '돌콩스테롤', '리놀레익애씨드', '포스포리피드', '소듐스테아로일글루타메이트', '7-데하이드로콜레스테롤', '피톨', '향료', '글리세린']",4.8
C76,크림,라운드랩,약콩 판테놀 크림,"['글리세린', '스쿠알란', '베타인', '비닐다이메티콘', '프로필헵틸카프릴레이트', '검정콩추출물', '퀸즈랜드넛오일', '세라마이드엔피', '글라이코스핑고리피드', '세라마이드에이피', '테트라아세틸피토스핑고신', '하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머', '세테아릴올리베이트', '아데노신', '다이소듐이디티에이', '하이드록시아세토페논', '글리세린']",4.8
C77,크림,아이소이,모이스춰 닥터 장수진 수분크림,"['글리세린', '베타인', '마카다미아씨오일', '소듐하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '하이알루로닉애씨드', '소듐하이알루로네이트크로스폴리머', '하이드롤라이즈드글라이코사미노글리칸', '티트리잎추출물', '쇠비름추출물', '약모밀추출물', '피토스핑고신', '세라마이드엔피', '알지닌', '흰버드나무껍질추출물', '오레가노잎추출물', '편백잎추출물', '락토바실러스/콩발효추출물', '육계나무껍질추출물', '포트마리골드꽃추출물', '황금추출물', '모란뿌리추출물', '스페인감초뿌리추출물']",4.8
C78,크림,차앤박,프로폴리스 앰플 액티브 샷 크림,"['글리세린', '하이드로제네이티드폴리(C6-14올레핀)', '마카다미아씨오일', '피이지-40스테아레이트', '펜타에리스리틸테트라에틸헥사노에이트', '비스-피이지-18메틸에터다이메틸실레인', '프로폴리스추출물', '세라마이드엔피', '하이드록시에틸피페라진에탄설포닉애씨드', '우레아', '세테아릴올리베이트', '피이지-100스테아레이트', '다이메티콘/비닐다이메티콘크로스폴리머', '다이포타슘글리시리제이트', '효모발효여과물', '겨우살이추출물', '글라이코실트레할로오스', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '락토바실러스/콩발효추출물', '하이드로제네이티드스타치하이드롤리세이트', '티타늄디옥사이드', '띠뿌리추출물', '마이카', '아시아티코사이드', '트라이소듐이디티에이', '마데카식애씨드', '아시아틱애씨드', '적색산화철', '마데카소사이드', '더덕뿌리추출물', '무화과추출물', '레몬밤잎추출물', '석류추출물', '베타-글루칸', '토코페롤', '글리시레티닉애씨드', '알지닌글루타메이트', '시트로넬올', '제라니올', '리날룰', '시트랄']",4.8
C79,크림,비욘드,엔젤아쿠아 수분진정 크림,"['글리세린', '나일론-12', '다이메티콘올', '트레할로오스', '락토바실러스/콩발효추출물', '트라이소듐이디티에이', '말라카이트추출물', '효모/감자추출물발효여과물', '효모/보리씨발효여과물', '가시대나무수액', '자작나무수액', '하늘타리뿌리추출물', '소듐하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '전호추출물', '마데카소사이드', '병풀추출물', '호장근뿌리추출물', '황금추출물', '개똥쑥추출물', '님잎추출물', '스페인감초뿌리추출물', '마트리카리아꽃추출물', '로즈마리잎추출물']",4.8
C80,크림,아이소이,브라이트닝 흔적크림,"['글리세린', '알부틴', '마카다미아씨오일', '다마스크장미꽃수', '다마스크장미꽃오일', '베어베리잎추출물', '바위돌꽃뿌리추출물', '비타민나무열매추출물', '글루타티온', '소듐하이알루로네이트크로스폴리머', '하이드롤라이즈드글라이코사미노글리칸', '소듐하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '하이알루로닉애씨드', '셀필룸추출물', '바오밥나무잎추출물', '알지닌', '트라이에틸시트레이트', '약모밀추출물', '고삼뿌리추출물', '병풀추출물', '흰버드나무껍질추출물', '밤껍질추출물', '티트리잎추출물', '피토스핑고신', '세라마이드엔피', '황금추출물', '모란뿌리추출물', '스페인감초뿌리추출물', '시트로넬올', '제라니올', '파네솔', '유제놀']",4.7
C81,크림,구달,어성초 히알루론 수딩 크림,"['글리세린', '비닐다이메티콘', '카프릴릴메티콘', '에리스리톨', '자일리톨', '어성초', '효모발효여과물', '소듐하이알루로네이트', '유칼립투스잎오일', '하이드롤라이즈드하이알루로닉애씨드', '하이알루로닉애씨드', '칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물', '포도씨오일', '병풀잎추출물', '산구절초추출물', '해바라기씨오일', '쇠비름추출물', '에틸헥실팔미테이트', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '솔비톨', '글리세린', '소듐파이테이트', '세라마이드엔피', '베타-글루칸', '다발방패버섯추출물', '엑토인', '셀룰로오스', '폴리글루타믹애씨드', '하이알루로닉애씨드/폴리아이소프로필아크릴아마이드코폴리머', '다이메틸실란올하이알루로네이트', '하이드롤라이즈드소듐하이알루로네이트', '포타슘하이알루로네이트', '토코페롤', '하이드록시프로필트라이모늄하이알루로네이트', '소듐하이알루로네이트크로스폴리머', '소듐하이알루로네이트다이메틸실란올', '소듐아세틸레이티드하이알루로네이트', '세라마이드엔에스', '피토스핑고신', '세라마이드에이피', '세라마이드에이에스', '세라마이드이오피']",4.9
C82,크림,비원츠,펩타이드 X 퍼밍 아이세럼스틱,"['글리세린', '나이아신아마이드', '효모발효여과물', '베타인', '소듐폴리아크릴로일다이메틸타우레이트', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '다발방패버섯추출물', '글리세린', '아데노신', '병풀추출물', '무화과추출물', '베르가모트오일', '분비나무오일', '라반딘오일', '라임전초오일', '멕시칸주니퍼오일', '세라마이드엔피', '광곽향오일', '리씨열매오일', '스피어민트잎오일', '토코페롤', '카퍼트라이펩타이드-1', '카프릴릴글라이콜', '소듐하이알루로네이트', '소듐파이테이트', '에스신', '엑토인', '아스코빅애씨드폴리펩타이드', '하이드롤라이즈드하이알루로닉애씨드', '비사보롤', '바쿠치올', '소듐디엔에이', '하이드롤라이즈드익스텐신', '아세틸헥사펩타이드-8', '팔미토일테트라펩타이드-7', '노나펩타이드-1', '트라이펩타이드-1', '팔미토일펜타펩타이드-4', '팔미토일트라이펩타이드-1', '헥사펩타이드-9', '큰노랑용담뿌리추출물', '벼에스에이치-올리고펩타이드-1', '리날룰']",4.9
C83,크림,CKD,레티노콜라겐 저분자 300 괄사 목주름 크림,"['글리세린', '나이아신아마이드', '세테아릴올리베이트', '하이드로제네이티드폴리아이소부텐', '카프릴릴메티콘', '에리스리톨', '비닐다이메티콘', '클로렐라 불가리스추출물', '글루코오스', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '프룩토올리고사카라이드', '프룩토오스', '인도멀구슬나무꽃추출물', '홀리바질잎추출물', '글리세린', '다이포타슘글리시리제이트', '아데노신', '인도멀구슬나무잎추출물', '베르가모트오일', '라벤더오일', '울금뿌리추출물', '레틴알', '소듐파이테이트', '참산호말추출물', '클레리오일', '하이드롤라이즈드콜라겐', '세라마이드엔피', '덱스트린', '카카오씨추출물', '글라이신', '글루타믹애씨드', '백미꽃추출물', '류신', '라이신', '알지닌', '타이로신', '아이소류신', '히스티딘', '메티오닌', '접시꽃추출물', '하이알루로닉애씨드', '토코페롤', '카프릴릴/카프릴글루코사이드', '헥사펩타이드-2', '하이드롤라이즈드엘라스틴', '바이오틴', '리날룰']",4.7
C84,크림,파티온,노스카나인 트러블 모공탄력 크림,"['글리세린', '에틸헥실스테아레이트', '나이아신아마이드', '클로렐라 불가리스추출물', '하이드로제네이티드올리브오일데실에스터', '아라비아고무나무검', '올리브오일', '사과추출물', '레틴알', '소듐헤파린', '쑥잎추출물', '폴리글리세릴-2아이소스테아레이트/다이머다이리놀리에이트코폴리머', '하이드로제네이티드폴리(C6-14올레핀)', '세테아릴올리베이트', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '글루코오스', '프룩토올리고사카라이드', '프룩토오스', '다이에틸헥실시링질리덴말로네이트', '글리세린', '알란토인', '다이라우릴티오다이프로피오네이트', '다이포타슘글리시리제이트', '펜타에리스리틸테트라-다이-t-부틸하이드록시하이드로신나메이트', '아데노신', '소듐파이테이트', '베타-글루칸', '세라마이드엔피', '베타인', '하이드록시아세토페논', '세라마이드에이피', '카프릴릴글라이콜', '토코페롤', '소듐디엔에이', '팔미토일펜타펩타이드-4', 'C14-22알코올']",4.9
C85,크림,AHC,텐 레볼루션 리얼 아이크림 포 페이스 스페셜 퍼밍,"['글리세린', '하이드로제네이티드폴리(C6-14올레핀)', '다이카프릴릴카보네이트', '나이아신아마이드', '카프릴릭/카프릭/석시닉트라이글리세라이드', '베타인', '시어버터', '펜타에리스리틸스테아레이트/카프레이트/카프릴레이트/아디페이트', '세테아릴올리베이트', '다이메티콘/비닐다이메티콘크로스폴리머', '폴리아크릴레이트-13', '소듐스테아로일글루타메이트', '하이드록시아세토페논', '비닐다이메티콘', '피토스테릴/베헤닐/옥틸도데실라우로일글루타메이트', '칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물', '하이드로제네이티드폴리아이소부텐', '코코넛야자오일', '마카다미아씨오일', '향료', '참마뿌리추출물', '알란토인', '글리세린', '글라이코실트레할로오스', '비피다발효용해물', '아데노신', '하이드로제네이티드스타치하이드롤리세이트', '에틸헥실팔미테이트', '라피노오스', '다이소듐이디티에이', '소듐하이알루로네이트', '마이크로코쿠스발효용해물', '황벽나무껍질추출물', '수용성콜라겐', '세라마이드엔피', '구기자나무잎추출물', '무화과추출물', '병풀추출물', '폴리쿼터늄-51', '라우릭애씨드', '사이아노코발아민', '인체줄기세포배양액', '토코페롤', '콜라겐수', '알로에베라잎추출물', '판토락톤', '토코페릴아세테이트', '하이드롤라이즈드콜라겐추출물', '자일리틸글루코사이드', '쌀배아오일', '바이오사카라이드검-1', '콜라겐추출물', '스키조사카로미세스발효여과물', '안하이드로자일리톨', '카프릴릴글라이콜', '슈도알테로모나스발효추출물', '자일리톨', '코코일하이드롤라이즈드콜라겐', '펜타에리스리틸테트라아이소스테아레이트', '호호바씨오일', '글라이코리피드', '글루코오스', '소듐팔미토일프롤린', '코튼씨추출물', '카프릴로일글라이신', '포타슘코코일하이드롤라이즈드콜라겐', '말토덱스트린', '스쿠알란', '아스코빌프로필하이알루로네이트', '녹차수', '록샘파이어캘러스배양여과물', '아스코빅애씨드폴리펩타이드', '3-O-에틸아스코빅애씨드', '콜라겐', '콜라겐아미노산', '테트라하이드로피페린', '하이드록시에틸셀룰로오스', '하이드롤라이즈드루핀단백질', '만니톨', '사코신', '아세틸다이펩타이드-1세틸에스터', '쌀추출물', '올레라케아아크멜라추출물', '토마토추출물', '마카뿌리추출물', '아보카도열매추출물', '사카라이드하이드롤리세이트', '하이드롤라이즈드식물성단백질', '퉁퉁마디추출물', '세틸하이드록시에틸셀룰로오스', '실론시나몬나무껍질추출물', '다이펩타이드다이아미노부티로일벤질아마이드다이아세테이트', '루틴', '실리카다이메틸실릴레이트', '락토바실러스발효물', '하이드롤라이즈드콜라겐', '다이메틸실란올하이알루로네이트', '하이드롤라이즈드소듐하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '아세틸테트라펩타이드-9', '팔미토일트라이펩타이드-5', '바실러스/폴릭애씨드발효여과추출물', '3-아스코빌카보닐다이펩타이드-17', '아세틸글루타민', '카프릴로일다이펩타이드-17', '판토테닉애씨드', '포타슘하이알루로네이트', '하이알루로닉애씨드', '헵타소듐헥사카복시메틸다이펩타이드-12', '소듐하이알루로네이트크로스폴리머', '하이드록시프로필트라이모늄하이알루로네이트', '아세틸헥사펩타이드-8', '글루코노락톤', '소듐콘드로이틴설페이트', '돌콩펩타이드', '소듐하이알루로네이트다이메틸실란올', '효모폴리펩타이드', '소듐아세틸레이티드하이알루로네이트', '아텔로콜라겐', '씨대퍼딜추출물', '팔미토일테트라펩타이드-7', '팔미토일트라이펩타이드-1', '\t\n알바수련꽃추출물', '밀펩타이드', '귀리펩타이드', '마그네슘아스코빌포스페이트', '소듐아스코빌포스페이트', '알-소폴리펩타이드-1', '카프릴로일에스에이치-노나펩타이드-6', '콩폴리펩타이드', '리마콩씨추출물', '아세틸옥타펩타이드-3', '아세틸테트라펩타이드-11', '칼슘글루코네이트', '글라이신', '글루타믹애씨드', '글루타민', '노나펩타이드-1', '다이펩타이드-1', '다이펩타이드-2', '다이펩타이드-4', '라이신', '레티닐팔미테이트', '류신', '리보플라빈', '메나다이온', '메티오닌', '바이오틴', '시트룰린', '아세틸테트라펩타이드-2', '아세틸테트라펩타이드-3', '아세틸테트라펩타이드-5', '아세틸트라이펩타이드-1', '아스파라진', '아이소류신', '알라닌/히스티딘/라이신폴리펩타이드카퍼에이치씨엘', '알지닌', '오르니틴', '올리고펩타이드-6', '카퍼트라이펩타이드-1', '타이로신', '트라이펩타이드-1', '트라이펩타이드-2', '트라이펩타이드-3', '펜타펩타이드-3', '폴릭애씨드', '피리독신', '헥사펩타이드-2', '헥사펩타이드-9', '히스티딘', '미리스틱애씨드', '팔미토일다이펩타이드-7', '팔미토일펜타펩타이드-4', '팔미토일헥사펩타이드-12', '에스에이치-올리고펩타이드-1', '에스에이치-폴리펩타이드-1', '에스에이치-올리고펩타이드-2', '에스에이치-폴리펩타이드-11', '에스에이치-폴리펩타이드-14', '에스에이치-폴리펩타이드-16', '에스에이치-폴리펩타이드-22', '에스에이치-폴리펩타이드-3', '에스에이치-폴리펩타이드-4', '에스에이치-폴리펩타이드-9']",4.8
C87,크림,닥터디퍼런트,시카 메탈 크림,"['식물성오일', '글리세린', '펜타에리스리틸테트라스테아레이트', '시어버터', '하이드로제네이티드식물성오일', '세테아릴올리베이트', '마데카소사이드', '베헤닉애씨드', '글리세린', '카프릴릴글라이콜', '토코페롤', '미리스틱애씨드', '덱스트린', '아시아티코사이드', '징크피씨에이', '글루코노락톤', '병풀추출물', '카퍼트라이펩타이드-1']",4.8
C88,크림,바이오던스,포어 퍼펙팅 콜라겐 펩타이드 크림,"['콜라겐수', '글리세린', '다이페닐다이메티콘', '네오펜틸글라이콜다이헵타노에이트', '나이아신아마이드', '하이드로제네이티드폴리(C6-14올레핀)', '시메티콘', '세테아릴올리베이트', '하이드로제네이티드폴리(C6-14올레핀)', '다이머다이리놀레일다이머다이리놀리에이트', '소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머', '폴리아이소부텐', '글리세린', '아데노신', '카프릴릴/카프릴글루코사이드', '다이소듐이디티에이', '사이아노코발아민', '토코페롤', '콜라겐추출물', '소듐하이알루로네이트', '실란트라이올', '카프릴릴글라이콜', '엘라스틴', '하이드록시프로필트라이모늄하이알루로네이트', '하이드롤라이즈드엘라스틴', '수용성엘라스틴', '소듐아세틸레이티드하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '하이알루로닉애씨드', '하이드롤라이즈드소듐하이알루로네이트', '소듐하이알루로네이트크로스폴리머', '포타슘하이알루로네이트', '에스에이치-올리고펩타이드-1', '트라이펩타이드-1', '헥사펩타이드-12', '헥사펩타이드-9', '팔미토일트라이펩타이드-5', '펜타펩타이드-4', '팔미토일트라이펩타이드-38', '팔미토일펜타펩타이드-4', '아세틸헥사펩타이드-8', '카퍼트라이펩타이드-1']",4.8
